timestamp,Temp [°C],Wind [m/s],Wind Power [MWh],Wind Power Capacity [MWh],Price [c/kWh]
20230807T070000Z,24.6,5.7,2912.525,5829.0,0.496
20230807T080000Z,26.6,7.2,2866.925,5829.0,0.407
20230807T090000Z,28.1,7.7,2844.125,5829.0,0.1
20230807T100000Z,29.1,7.6,2931.975,5829.0,-0.001
20230807T110000Z,29.9,8.2,2469.275,5829.0,-0.081
20230807T120000Z,30.7,7.1,2300.6,5829.0,-0.111
20230807T130000Z,30.8,6.2,2305.65,5829.0,-0.114
20230807T140000Z,30.1,7.3,2381.9,5829.0,-0.09
20230807T150000Z,29.3,6.3,2584.15,5829.0,-0.004
20230807T160000Z,28.7,6.2,2949.325,5829.0,0.078
20230807T170000Z,27.6,4.9,3122.075,5829.0,0.293
20230807T180000Z,26,4.4,3139.9,5829.0,0.141
20230807T190000Z,25,4.9,3238.1,5829.0,0.071
20230807T200000Z,25.1,5.3,3398.6,5829.0,0.001
20230807T210000Z,24.6,5.9,2805.075,5829.0,-0.018
20230807T220000Z,23.9,5.4,2545.475,5829.0,-0.428
20230807T230000Z,23.5,5.2,2392.05,5829.0,-0.603
20230808T000000Z,22.8,5.2,2350.65,5829.0,-0.62
20230808T010000Z,22.4,6.2,2343.3,5829.0,-0.592
20230808T020000Z,22.1,6.9,2323.6,5829.0,-0.508
20230808T030000Z,22.2,6.7,2350.1,5829.0,-0.344
20230808T040000Z,22.7,7.7,2293.375,5829.0,-0.169
20230808T050000Z,22.6,8,2397.4,5829.0,-0.013
20230808T060000Z,21.9,8.9,2401.525,5829.0,-0.058
20230808T070000Z,20.3,8.2,2313.775,5829.0,-0.263
20230808T080000Z,19.4,8.5,2235.7250000000004,5829.0,-0.524
20230808T090000Z,19.8,8.5,2197.775,5829.0,-0.622
20230808T100000Z,18.6,7.8,2231.475,5829.0,-0.622
20230808T110000Z,19.5,8.3,2269.075,5829.0,-0.678
20230808T120000Z,19.5,8.1,2277.85,5829.0,-1.001
20230808T130000Z,18.9,7.6,2250.5,5829.0,-1.16
20230808T140000Z,18.6,7.9,2193.025,5829.0,-0.569
20230808T150000Z,18,6.5,2224.8,5829.0,-0.268
20230808T160000Z,17,4.5,2219.25,5829.0,-0.207
20230808T170000Z,16.7,4.2,2122.9,5829.0,-0.21
20230808T180000Z,15.8,4.9,2076.225,5829.0,-0.249
20230808T190000Z,14.9,4.7,2075.25,5829.0,-0.302
20230808T200000Z,14.3,4,2036.975,5829.0,-0.424
20230808T210000Z,13.9,3.8,1860.425,5829.0,-0.505
20230808T220000Z,13.6,4,1775.5500000000002,5829.0,-0.535
20230808T230000Z,13.1,3.5,1717.25,5829.0,-0.539
20230809T000000Z,12.9,3.8,1652.375,5829.0,-0.609
20230809T010000Z,12.5,3.1,1604.1,5829.0,-0.615
20230809T020000Z,12.2,3.1,1511.775,5829.0,-0.521
20230809T030000Z,12.7,3.5,1367.375,5829.0,-0.437
20230809T040000Z,14,3.6,1217.325,5829.0,0.001
20230809T050000Z,15.4,4.2,1247.775,5829.0,0.257
20230809T060000Z,16.6,4.5,964.65,5829.0,0.365
20230809T070000Z,17.6,4.9,762.9,5829.0,0.462
20230809T080000Z,18.4,5,820.975,5829.0,0.622
20230809T090000Z,18.8,5.6,881.475,5829.0,0.894
20230809T100000Z,19.4,6.1,867.675,5829.0,0.68
20230809T110000Z,20,5.6,826.275,5829.0,0.658
20230809T120000Z,20.4,5.2,750.8,5829.0,0.67
20230809T130000Z,20.8,5,630.7,5829.0,0.519
20230809T140000Z,20.2,4.5,496.5,5829.0,0.57
20230809T150000Z,20.4,4.8,428.05,5829.0,0.834
20230809T160000Z,19.9,3.6,381.475,5829.0,1.503
20230809T170000Z,18.7,2.6,333.575,5829.0,1.456
20230809T180000Z,16.7,1.9,419.7,5829.0,1.006
20230809T190000Z,13.4,2,469.225,5829.0,1.086
20230809T200000Z,14,2.1,432.025,5829.0,0.964
20230809T210000Z,12.9,1.6,388.725,5829.0,0.642
20230809T220000Z,12.8,0.7,409.95,5829.0,0.61
20230809T230000Z,12,0.9,449.45,5829.0,0.608
20230810T000000Z,10.9,1,493.05,5829.0,0.58
20230810T010000Z,10.5,1.1,530.0,5829.0,0.543
20230810T020000Z,10.2,1.4,512.15,5829.0,0.604
20230810T030000Z,12.5,2,558.375,5829.0,0.796
20230810T040000Z,13.7,2.7,548.5,5829.0,1.333
20230810T050000Z,15,3.3,536.35,5829.0,1.723
20230810T060000Z,16.3,3.8,456.775,5829.0,2.134
20230810T070000Z,17.1,4.4,497.275,5829.0,2.331
20230810T080000Z,17.8,4.8,614.65,5829.0,2.312
20230810T090000Z,18.5,6.2,755.5,5829.0,2.292
20230810T100000Z,18.2,4.8,817.95,5829.0,1.825
20230810T110000Z,19.4,5.6,1014.45,5829.0,1.801
20230810T120000Z,19.4,7,1272.725,5829.0,1.682
20230810T130000Z,18.7,5.5,1275.4,5829.0,1.694
20230810T140000Z,16.9,5.8,1269.225,5829.0,1.762
20230810T150000Z,16.5,6.5,1126.85,5829.0,1.827
20230810T160000Z,16.1,4.2,992.15,5829.0,1.874
20230810T170000Z,15.5,3.5,1113.425,5829.0,1.832
20230810T180000Z,13.4,2,1580.35,5829.0,1.797
20230810T190000Z,13.9,2.8,1870.875,5829.0,1.696
20230810T200000Z,13.9,3.1,2036.0,5829.0,1.4
20230810T210000Z,13.5,3,2264.7,5829.0,0.996
20230810T220000Z,13.3,3.5,2465.175,5829.0,1.371
20230810T230000Z,12.9,3.5,2518.575,5829.0,1.328
20230811T000000Z,12.7,3.5,2537.575,5829.0,1.148
20230811T010000Z,12.4,3.4,2515.4,5829.0,1.062
20230811T020000Z,12.8,3.6,2391.025,5829.0,1.121
20230811T030000Z,13.6,3.3,2347.925,5829.0,1.338
20230811T040000Z,14.3,3.6,2070.625,5829.0,1.721
20230811T050000Z,14.9,3.7,1823.325,5829.0,1.956
20230811T060000Z,15.9,4.2,1688.625,5844.0,2.332
20230811T070000Z,17.2,4.8,1730.05,5865.0,2.357
20230811T080000Z,18.2,5.8,1752.8,5865.0,2.14
20230811T090000Z,19.2,6.4,1780.15,5865.0,1.895
20230811T100000Z,19.1,6.2,1801.75,5865.0,1.892
20230811T110000Z,18.9,4.9,1878.95,5865.0,1.787
20230811T120000Z,19.2,5.1,1939.025,5865.0,1.854
20230811T130000Z,18.9,4.7,1857.725,5865.0,1.861
20230811T140000Z,18.3,3.1,1700.425,5865.0,1.901
20230811T150000Z,16.9,3.7,1540.1,5865.0,1.991
20230811T160000Z,15.7,3.2,1377.125,5865.0,2.285
20230811T170000Z,15.3,2.6,1244.0,5865.0,2.357
20230811T180000Z,14.9,1.9,1330.35,5865.0,1.956
20230811T190000Z,14.7,2.1,1642.7,5865.0,1.83
20230811T200000Z,14.4,2.5,1609.8,5865.0,1.674
20230811T210000Z,14,1.7,1552.275,5865.0,1.408
20230811T220000Z,13.7,2,1522.15,5865.0,1.328
20230811T230000Z,13.1,1.9,1356.975,5865.0,1.144
20230812T000000Z,12.5,2.1,1310.7,5865.0,1.022
20230812T010000Z,11.4,2.1,1354.0,5865.0,0.863
20230812T020000Z,10.1,1.1,1470.15,5865.0,0.748
20230812T030000Z,11.2,1.8,1512.45,5865.0,0.5
20230812T040000Z,13.1,2.5,1412.9,5865.0,0.534
20230812T050000Z,14,3.4,1310.15,5865.0,0.805
20230812T060000Z,15.2,3.9,1189.35,5865.0,1.054
20230812T070000Z,16.3,4.1,1349.05,5865.0,1.285
20230812T080000Z,17.1,3.6,1557.825,5865.0,1.348
20230812T090000Z,18.2,4,1609.3,5865.0,1.193
20230812T100000Z,18.3,3.8,1661.3,5865.0,1.089
20230812T110000Z,18.9,3.9,1699.35,5865.0,1.011
20230812T120000Z,19.2,3.7,1715.1,5865.0,0.6
20230812T130000Z,19.8,4.4,1604.025,5865.0,0.692
20230812T140000Z,19.8,3.8,1425.35,5865.0,1.527
20230812T150000Z,19.5,3.2,1352.1,5865.0,1.742
20230812T160000Z,19.2,3.4,1256.55,5865.0,1.794
20230812T170000Z,18.3,2.5,1346.9,5865.0,1.788
20230812T180000Z,16.7,1.7,1592.0,5865.0,1.709
20230812T190000Z,15.4,1.9,1828.55,5865.0,1.61
20230812T200000Z,13.7,1.2,2085.525,5865.0,1.468
20230812T210000Z,11.9,0.6,2186.225,5865.0,1.332
20230812T220000Z,11.4,0.5,2208.925,5865.0,1.015
20230812T230000Z,10.9,0.6,2120.825,5865.0,1.058
20230813T000000Z,10.9,1.7,1952.15,5865.0,1.071
20230813T010000Z,11,1.4,1756.825,5865.0,1.124
20230813T020000Z,10.5,1.1,1641.55,5865.0,1.181
20230813T030000Z,11.3,1,1582.825,5865.0,0.93
20230813T040000Z,13.5,1.8,1481.825,5865.0,1.049
20230813T050000Z,15.4,2,1239.65,5865.0,1.324
20230813T060000Z,17,2.6,1005.9,5865.0,1.589
20230813T070000Z,18.3,3.5,909.825,5865.0,1.701
20230813T080000Z,19.2,3.6,927.575,5865.0,1.58
20230813T090000Z,19.9,3.8,881.025,5865.0,1.379
20230813T100000Z,19.9,3.6,760.425,5865.0,0.601
20230813T110000Z,20.1,2.6,591.2,5865.0,0.11
20230813T120000Z,20.4,3.2,457.8,5865.0,0.151
20230813T130000Z,20.2,3.3,452.625,5865.0,0.692
20230813T140000Z,20.3,3.5,460.25,5865.0,1.728
20230813T150000Z,19.7,4.1,498.55,5865.0,1.93
20230813T160000Z,18.5,1.9,617.1,5865.0,1.947
20230813T170000Z,18.2,2.4,789.475,5865.0,1.949
20230813T180000Z,18.2,2.9,1014.85,5865.0,1.866
20230813T190000Z,18,3.1,1278.8,5865.0,1.818
20230813T200000Z,17.5,3.3,1470.425,5865.0,1.719
20230813T210000Z,17.1,3.5,1393.075,5865.0,1.416
20230813T220000Z,16.6,3.5,1298.275,5865.0,1.547
20230813T230000Z,16.3,3.9,1268.375,5865.0,1.46
20230814T000000Z,16.1,3.8,1333.45,5865.0,1.424
20230814T010000Z,15.9,4,1316.175,5865.0,1.417
20230814T020000Z,15.8,3,1285.15,5865.0,1.456
20230814T030000Z,15.7,2.9,1145.025,5865.0,1.608
20230814T040000Z,16.1,3.7,937.45,5865.0,2.562
20230814T050000Z,16.8,3.5,676.9,5865.0,10.37
20230814T060000Z,17.8,3.6,507.95,5865.0,10.138
20230814T070000Z,19.1,4.1,518.55,5865.0,8.936
20230814T080000Z,20.1,4.9,649.6,5865.0,8.001
20230814T090000Z,21.1,5.2,802.975,5865.0,5.343
20230814T100000Z,21.9,5.8,893.85,5865.0,2.739
20230814T110000Z,22.5,6.3,1082.825,5865.0,2.309
20230814T120000Z,22.7,6.1,1289.975,5865.0,2.24
20230814T130000Z,22.7,5.4,1365.075,5865.0,2.158
20230814T140000Z,22.7,5.6,1265.325,5865.0,2.297
20230814T150000Z,22.2,4.9,1283.95,5865.0,10.121
20230814T160000Z,21.8,4.1,1235.425,5865.0,4.478
20230814T170000Z,20.1,2.4,1283.6,5865.0,2.467
20230814T180000Z,18.2,2.9,1466.425,5865.0,2.458
20230814T190000Z,17.2,2.7,1698.975,5865.0,2.2
20230814T200000Z,16.8,3,1924.175,5865.0,1.834
20230814T210000Z,16.3,2.6,2090.525,5865.0,1.64
20230814T220000Z,15.7,3.1,2033.425,5865.0,0.415
20230814T230000Z,15.4,3,1956.05,5865.0,0.249
20230815T000000Z,15.4,2.7,2002.425,5865.0,0.222
20230815T010000Z,15.2,2.6,2000.95,5865.0,0.261
20230815T020000Z,14.6,2.6,1913.625,5865.0,0.893
20230815T030000Z,14.6,2.3,1809.575,5865.0,1.735
20230815T040000Z,15.6,2.1,1501.075,5865.0,1.917
20230815T050000Z,17,2.7,1087.5,5865.0,2.68
20230815T060000Z,18.6,2.8,743.1,5865.0,2.626
20230815T070000Z,20.1,4.2,704.1,5865.0,2.794
20230815T080000Z,21.3,4.3,852.5,5865.0,2.597
20230815T090000Z,22.7,4.9,1081.85,5865.0,2.459
20230815T100000Z,23.2,4.5,1191.2,5865.0,2.385
20230815T110000Z,23.6,4,1162.85,5865.0,2.289
20230815T120000Z,23.9,3.8,1194.55,5865.0,2.298
20230815T130000Z,24.2,3.7,1131.4,5865.0,2.316
20230815T140000Z,24.5,3.2,935.775,5865.0,2.435
20230815T150000Z,24.3,2.5,741.325,5865.0,9.522
20230815T160000Z,23.3,1.9,607.475,5865.0,10.778
20230815T170000Z,22.2,1.4,570.95,5865.0,12.369
20230815T180000Z,20.7,1.9,701.15,5865.0,2.463
20230815T190000Z,20.1,2.3,973.55,5865.0,2.317
20230815T200000Z,20,3.3,1165.925,5865.0,1.899
20230815T210000Z,19.7,4.3,1415.25,5865.0,1.756
20230815T220000Z,19.3,4.6,1685.025,5865.0,0.071
20230815T230000Z,19.1,4.4,1899.075,5865.0,0.001
20230816T000000Z,19.2,4.4,2010.3,5865.0,0.001
20230816T010000Z,19,4.4,2002.0,5865.0,0.0
20230816T020000Z,17.8,4,2030.95,5865.0,0.0
20230816T030000Z,18.3,4.3,2034.075,5865.0,0.38
20230816T040000Z,18.6,3.8,2088.75,5865.0,1.522
20230816T050000Z,19.1,4.1,2182.225,5865.0,1.706
20230816T060000Z,19.5,4.2,2210.175,5865.0,1.817
20230816T070000Z,19.9,4.7,2194.725,5865.0,1.928
20230816T080000Z,20.7,4.6,2252.475,5865.0,1.908
20230816T090000Z,21.8,4.5,2264.3,5865.0,1.852
20230816T100000Z,22.9,5.4,2192.8,5865.0,1.809
20230816T110000Z,22.9,4.7,2159.2,5865.0,1.8
20230816T120000Z,23.6,4.7,1966.65,5865.0,1.799
20230816T130000Z,23.5,5.1,1917.725,5865.0,1.783
20230816T140000Z,22.5,3.6,1935.425,5865.0,1.791
20230816T150000Z,22.1,3.6,1885.225,5865.0,2.599
20230816T160000Z,21,4.4,1898.275,5865.0,2.828
20230816T170000Z,19.7,4.6,1995.25,5865.0,1.988
20230816T180000Z,19.2,3.8,2031.65,5865.0,2.091
20230816T190000Z,18.7,3.3,2159.65,5865.0,1.698
20230816T200000Z,18.2,3,2406.0,5865.0,1.385
20230816T210000Z,17.3,2.6,2416.975,5865.0,0.721
20230816T220000Z,17.1,2.4,2256.475,5865.0,0.082
20230816T230000Z,16.7,3.3,2180.45,5865.0,0.095
20230817T000000Z,16.2,3.8,2121.05,5865.0,0.187
20230817T010000Z,15.5,2.4,1966.4,5865.0,0.228
20230817T020000Z,15.1,3.3,1821.975,5865.0,0.372
20230817T030000Z,15.3,3.2,1587.65,5865.0,0.705
20230817T040000Z,15.5,4.7,1404.7,5865.0,2.608
20230817T050000Z,15.6,5,1360.9,5865.0,4.001
20230817T060000Z,15.9,4.7,1475.675,5865.0,1.848
20230817T070000Z,16.8,3.9,1566.625,5865.0,1.884
20230817T080000Z,18.2,4,1639.475,5865.0,1.937
20230817T090000Z,19.6,3.7,1682.4499999999998,5865.0,1.893
20230817T100000Z,20.5,4.3,1812.475,5865.0,1.855
20230817T110000Z,20.9,4.1,1855.55,5865.0,1.837
20230817T120000Z,21.1,3.6,1893.3,5865.0,1.859
20230817T130000Z,21.5,3.5,1788.6,5865.0,1.86
20230817T140000Z,21.2,3.5,1588.275,5865.0,1.898
20230817T150000Z,20.7,3.4,1289.675,5865.0,2.441
20230817T160000Z,19.7,3.2,1047.625,5865.0,2.695
20230817T170000Z,18.8,2.1,971.5,5865.0,2.497
20230817T180000Z,17.5,1.4,993.925,5865.0,2.601
20230817T190000Z,15.2,1.1,1031.85,5865.0,2.376
20230817T200000Z,14,1.2,1044.2,5865.0,1.998
20230817T210000Z,12.4,0.5,984.45,5865.0,1.767
20230817T220000Z,11.5,0.6,895.575,5865.0,1.81
20230817T230000Z,11.2,0.9,868.0,5865.0,1.757
20230818T000000Z,10.5,1.5,832.925,5865.0,1.708
20230818T010000Z,10.5,1.3,823.4,5865.0,1.617
20230818T020000Z,10.9,1,829.575,5865.0,1.642
20230818T030000Z,10.8,0.9,814.4,5865.0,2.112
20230818T040000Z,12.7,1.8,717.65,5865.0,11.932
20230818T050000Z,14.1,2,438.7,5865.0,20.856
20230818T060000Z,15,2.4,234.275,5865.0,27.045
20230818T070000Z,16,3.8,119.975,5865.0,18.797
20230818T080000Z,16.9,4,113.7,5865.0,14.787
20230818T090000Z,17.5,3.9,130.2,5865.0,13.502
20230818T100000Z,17.7,3.9,100.05,5865.0,25.003
20230818T110000Z,18.1,3.8,106.05,5865.0,14.958
20230818T120000Z,18.6,4.1,151.375,5865.0,8.949
20230818T130000Z,18.6,3.8,178.525,5865.0,9.536
20230818T140000Z,18.5,3.9,192.325,5865.0,13.501
20230818T150000Z,18.1,3.6,203.25,5865.0,25.0
20230818T160000Z,17.5,2.9,218.825,5865.0,20.0
20230818T170000Z,17,2.5,288.4,5865.0,18.655
20230818T180000Z,16.1,1.8,411.25,5865.0,15.535
20230818T190000Z,15.2,1.7,593.525,5865.0,12.738
20230818T200000Z,14.8,2,713.75,5865.0,1.561
20230818T210000Z,14.6,2.2,815.85,5865.0,1.439
20230818T220000Z,14.5,2.4,777.825,5865.0,10.37
20230818T230000Z,14.5,2.7,748.725,5865.0,6.458
20230819T000000Z,13.9,2.6,801.3,5865.0,6.401
20230819T010000Z,13.7,2.2,825.8,5865.0,7.402
20230819T020000Z,13.1,1.9,780.45,5865.0,9.319
20230819T030000Z,13.4,2.7,481.45,5865.0,10.212
20230819T040000Z,13.9,2.8,396.475,5865.0,10.476
20230819T050000Z,14.3,3.3,261.925,5865.0,11.799
20230819T060000Z,14.9,4,252.325,5865.0,12.085
20230819T070000Z,15.6,4,185.4,5865.0,15.002
20230819T080000Z,16.3,4.1,133.525,5865.0,21.231
20230819T090000Z,17.2,4,143.325,5865.0,11.715
20230819T100000Z,17.5,3.8,122.8,5865.0,10.225
20230819T110000Z,17.7,3.8,112.775,5865.0,13.044
20230819T120000Z,18,3.3,114.05,5865.0,12.6
20230819T130000Z,18,2.8,123.775,5865.0,13.311
20230819T140000Z,18.2,2.6,111.5,5865.0,15.002
20230819T150000Z,17.8,2.6,115.35,5865.0,13.402
20230819T160000Z,17.2,1.9,116.575,5865.0,16.611
20230819T170000Z,16.2,1.3,133.35,5865.0,18.72
20230819T180000Z,13.3,0.7,193.3,5865.0,13.475
20230819T190000Z,11.4,0.3,290.0,5865.0,13.919
20230819T200000Z,10.1,0.5,270.6,5865.0,12.371
20230819T210000Z,9.1,0.7,255.075,5865.0,4.065
20230819T220000Z,8.4,0.7,259.2,5865.0,5.023
20230819T230000Z,7.5,0.8,282.0,5865.0,3.683
20230820T000000Z,7,0.3,294.375,5865.0,4.0
20230820T010000Z,6.5,0.4,250.7,5865.0,2.664
20230820T020000Z,6.2,0.4,167.175,5865.0,2.843
20230820T030000Z,6.6,0.5,129.675,5865.0,3.834
20230820T040000Z,10.4,0.6,124.0,5865.0,3.103
20230820T050000Z,13.7,1.7,101.625,5865.0,7.42
20230820T060000Z,15.1,3.4,62.95,5865.0,9.899
20230820T070000Z,16.1,4.2,45.075,5865.0,9.999
20230820T080000Z,16.8,3.8,48.425,5865.0,10.0
20230820T090000Z,17.7,3.4,71.85,5865.0,9.999
20230820T100000Z,18.3,3.6,61.05,5865.0,7.981
20230820T110000Z,19,3.1,67.375,5865.0,9.999
20230820T120000Z,19.6,2.5,68.3,5865.0,9.887
20230820T130000Z,19.9,2.7,60.675,5865.0,7.325
20230820T140000Z,20.2,1.8,52.8,5865.0,9.997
20230820T150000Z,20.1,1.7,67.325,5865.0,14.99
20230820T160000Z,18.9,1.5,83.675,5865.0,19.977
20230820T170000Z,16,1.1,93.2,5865.0,25.004
20230820T180000Z,13.5,0.5,113.3,5865.0,20.1
20230820T190000Z,11.8,0.5,140.55,5865.0,25.001
20230820T200000Z,10.7,0.4,187.9,5865.0,12.671
20230820T210000Z,10.4,0.4,273.575,5865.0,10.0
20230820T220000Z,11,1.6,325.45,5865.0,11.195
20230820T230000Z,12.7,2,399.325,5865.0,10.167
20230821T000000Z,12.4,1.4,456.3,5865.0,9.871
20230821T010000Z,12.1,0.8,408.325,5865.0,9.51
20230821T020000Z,11.9,0.6,372.95,5865.0,9.744
20230821T030000Z,12.2,0.7,378.125,5865.0,11.789
20230821T040000Z,12.9,1.2,345.5,5865.0,35.0
20230821T050000Z,13.9,1.2,343.525,5865.0,32.509
20230821T060000Z,14.4,1.3,206.975,5865.0,54.992
20230821T070000Z,14.7,2.5,111.575,5865.0,25.008
20230821T080000Z,15.3,2.7,104.2,5865.0,48.302
20230821T090000Z,-,2.7,168.975,5865.0,25.009
20230821T100000Z,14.2,2.2,171.1,5865.0,25.007
20230821T110000Z,13.8,-,175.25,5865.0,25.005
20230821T120000Z,14.8,3.4,189.075,5865.0,34.392
20230821T130000Z,15.2,3.3,208.15,5865.0,30.004
20230821T140000Z,15.3,2.1,202.75,5865.0,15.0
20230821T150000Z,15.4,1.8,196.35,5865.0,30.004
20230821T160000Z,15.7,1.9,196.375,5865.0,54.995
20230821T170000Z,15.4,2.9,209.775,5865.0,25.007
20230821T180000Z,14.8,2.3,249.95,5865.0,20.439
20230821T190000Z,14.7,2.5,248.375,5865.0,16.9
20230821T200000Z,14.6,2.3,270.325,5865.0,13.601
20230821T210000Z,14.6,1.6,296.225,5865.0,11.5
20230821T220000Z,14.3,2.7,289.75,5865.0,11.369
20230821T230000Z,14.2,2.7,269.425,5865.0,10.491
20230822T000000Z,14.1,1.7,257.4,5865.0,10.343
20230822T010000Z,13.8,1.6,238.625,5865.0,10.35
20230822T020000Z,14,1.9,214.55,5865.0,10.584
20230822T030000Z,14,2.3,198.975,5865.0,14.007
20230822T040000Z,14.1,2.3,214.125,5865.0,16.158
20230822T050000Z,14.3,2.8,243.95,5865.0,25.001
20230822T060000Z,14.5,2.9,263.625,5865.0,25.0
20230822T070000Z,15.1,2.4,179.85,5865.0,23.143
20230822T080000Z,16.3,2.4,90.0,5865.0,25.0
20230822T090000Z,17.9,3,71.125,5865.0,40.149
20230822T100000Z,19,2.7,92.25,5865.0,24.0
20230822T110000Z,19.7,2.7,110.725,5865.0,12.394
20230822T120000Z,18.8,3.7,141.0,5865.0,10.509
20230822T130000Z,18,3.6,137.575,5865.0,10.36
20230822T140000Z,17.2,2.5,145.75,5865.0,14.998
20230822T150000Z,16.8,2.8,172.075,5865.0,15.908
20230822T160000Z,16.4,1.8,244.5,5865.0,17.007
20230822T170000Z,16.1,2,406.45,5865.0,20.227
20230822T180000Z,15.8,1.7,472.275,5865.0,21.238
20230822T190000Z,15.4,1.8,464.675,5865.0,17.245
20230822T200000Z,15.2,1.9,520.7,5865.0,14.58
20230822T210000Z,14.9,2.4,548.875,5865.0,8.1
20230822T220000Z,14.6,2,520.6500000000001,5865.0,8.0
20230822T230000Z,14.5,2.6,498.325,5865.0,9.498
20230823T000000Z,14.3,2.5,473.25,5865.0,9.704
20230823T010000Z,14,2.1,479.9,5865.0,10.452
20230823T020000Z,13.9,1.9,451.425,5865.0,11.014
20230823T030000Z,14.2,1,394.8,5865.0,11.526
20230823T040000Z,14.7,1.1,323.29999999999995,5865.0,14.096
20230823T050000Z,15.7,1,247.025,5865.0,16.191
20230823T060000Z,16.7,1.3,165.85000000000002,5865.0,17.5
20230823T070000Z,17.4,1.7,104.85,5865.0,17.093
20230823T080000Z,18.3,3,118.575,5865.0,14.996
20230823T090000Z,18.3,3.2,157.7,5865.0,17.002
20230823T100000Z,17.6,4.5,200.55,5865.0,17.499
20230823T110000Z,17.3,3.7,231.35,5865.0,13.344
20230823T120000Z,17.8,3.2,285.7,5865.0,14.993
20230823T130000Z,17.6,2.6,404.775,5865.0,12.313
20230823T140000Z,17.6,1.7,461.2,5865.0,13.603
20230823T150000Z,17.2,1.5,448.2,5865.0,15.914
20230823T160000Z,16.8,1.3,533.625,5865.0,22.55
20230823T170000Z,15.8,2.7,763.1,5865.0,25.007
20230823T180000Z,14.2,2.1,918.7,5865.0,17.499
20230823T190000Z,13.3,1.6,978.325,5865.0,19.004
20230823T200000Z,12.9,1.5,979.325,5865.0,13.971
20230823T210000Z,11.6,1.6,942.325,5865.0,7.675
20230823T220000Z,10.9,0.4,888.0250000000001,5865.0,10.302
20230823T230000Z,9.9,0.5,926.075,5865.0,8.0
20230824T000000Z,9.7,0.4,921.65,5865.0,7.999
20230824T010000Z,10.4,1,845.8,5865.0,8.0
20230824T020000Z,11.4,0.8,798.15,5865.0,11.994
20230824T030000Z,12.1,1.7,739.675,5865.0,13.289
20230824T040000Z,12.6,1.8,580.125,5865.0,17.5
20230824T050000Z,13,2.2,432.075,5865.0,17.052
20230824T060000Z,13.5,2.2,291.675,5865.0,17.724
20230824T070000Z,14.7,2.2,192.8,5865.0,17.499
20230824T080000Z,17,2.1,213.7,5865.0,15.99
20230824T090000Z,18.4,2,260.45,5865.0,17.499
20230824T100000Z,18.8,2.4,310.85,5865.0,16.118
20230824T110000Z,19.3,2.8,353.57500000000005,5865.0,17.499
20230824T120000Z,19.5,3.8,382.7,5865.0,16.327
20230824T130000Z,18.4,4,405.125,5865.0,12.651
20230824T140000Z,16.2,2,392.4,5865.0,15.761
20230824T150000Z,15.8,0.8,374.35,5865.0,15.515
20230824T160000Z,15,0.6,355.025,5865.0,20.67
20230824T170000Z,13.5,0.5,404.6,5865.0,25.855
20230824T180000Z,12.4,0.5,499.0,5865.0,20.594
20230824T190000Z,11.7,1,561.75,5865.0,15.507
20230824T200000Z,11.4,0.5,600.4,5865.0,15.545
20230824T210000Z,11.1,0.7,608.0,5865.0,8.338
20230824T220000Z,10.9,0.7,549.4,5865.0,8.361
20230824T230000Z,11.6,0.6,520.9000000000001,5865.0,7.999
20230825T000000Z,12.5,1.5,496.15,5865.0,7.999
20230825T010000Z,12.6,1.5,448.9,5865.0,8.19
20230825T020000Z,12.5,1,463.95,5865.0,9.259
20230825T030000Z,12.5,0.7,525.375,5865.0,10.649
20230825T040000Z,12.5,1.1,544.6,5865.0,15.533
20230825T050000Z,12.6,1.4,542.1,5865.0,14.507
20230825T060000Z,12.9,1.2,475.9,5865.0,25.0
20230825T070000Z,14,0.9,299.0,5865.0,18.004
20230825T080000Z,16,1.1,224.475,5865.0,14.51
20230825T090000Z,16.4,1.5,287.25,5865.0,15.508
20230825T100000Z,16.8,1.2,310.0,5865.0,20.474
20230825T110000Z,17.6,1.3,287.35,5865.0,19.972
20230825T120000Z,18.1,1.2,253.05,5865.0,16.99
20230825T130000Z,18.3,1,238.225,5865.0,11.992
20230825T140000Z,18.1,1.2,258.3,5865.0,13.975
20230825T150000Z,17.3,1.2,278.175,5865.0,16.243
20230825T160000Z,15.8,1,296.35,5865.0,20.523
20230825T170000Z,14.4,0.7,424.35,5865.0,18.155
20230825T180000Z,13.7,0.6,578.7,5865.0,15.274
20230825T190000Z,13.2,0.6,601.275,5865.0,17.891
20230825T200000Z,13.2,0.7,588.5500000000001,5865.0,13.621
20230825T210000Z,12.3,0.8,628.7,5865.0,4.458
20230825T220000Z,12.1,0.9,649.3,5865.0,8.083
20230825T230000Z,11.7,0.8,699.925,5865.0,8.0
20230826T000000Z,11.9,1.2,735.1,5865.0,8.001
20230826T010000Z,12.7,2,767.55,5865.0,8.0
20230826T020000Z,13.1,2,865.925,5865.0,7.999
20230826T030000Z,14.5,2.6,945.925,5865.0,8.0
20230826T040000Z,15.3,3.7,927.175,5865.0,7.295
20230826T050000Z,16,3.7,712.725,5865.0,9.505
20230826T060000Z,17.2,4.7,603.4749999999999,5865.0,9.83
20230826T070000Z,18,4.8,488.4,5865.0,11.024
20230826T080000Z,18.2,4.2,449.25,5865.0,9.103
20230826T090000Z,18.5,3.3,462.85,5865.0,8.049
20230826T100000Z,18.9,4.6,441.75,5865.0,7.999
20230826T110000Z,18.9,5.4,408.65,5865.0,8.0
